Location,run,Name,fule,Transmission,Mileage,Engine,Power,Price
Hyderabad,143275,Hyundai Verna CRDi 1.6 SX,Diesel,Manual,22.0,1582.0,126.2,2.6
Hyderabad,99000,Hyundai Santro Xing XL,Petrol,Manual,0.0,1086.0,112.76521404351512,1.75
Mumbai,52000,Hyundai i20 1.2 Sportz,Petrol,Manual,17.0,1197.0,80.0,2.8
Coimbatore,29819,Mercedes-Benz GLE 350d,Diesel,Automatic,11.57,2987.0,254.79,61.29
Bangalore,57000,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Diesel,Manual,15.8,2148.0,170.0,18.0
Hyderabad,88500,Maruti Ritz ZDi,Diesel,Manual,23.2,1248.0,73.94,4.35
Bangalore,28000,Hyundai Creta 1.6 CRDi SX,Diesel,Manual,19.67,1582.0,126.2,13.75
Pune,67000,Maruti A-Star Vxi,Petrol,Manual,19.0,998.0,66.1,2.0
Delhi,26000,Renault Duster 110PS Diesel RXZ Option,Diesel,Manual,19.64,1461.0,108.45,10.0
Delhi,120000,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Diesel,Manual,17.8,1248.0,76.0,1.65
Coimbatore,51982,BMW X3 xDrive30d M Sport,Diesel,Automatic,16.55,2993.0,258.0,45.77
Bangalore,36000,Hyundai i10 Sportz,Petrol,Manual,20.36,1197.0,78.9,3.25
Pune,47000,Toyota Innova 2.5 G4 Diesel 7-seater,Diesel,Manual,12.8,2494.0,102.0,12.8
Mumbai,60000,Maruti Zen VXI BSII,Petrol,Manual,17.3,993.0,60.0,0.55
Hyderabad,31025,Maruti Swift VDI,Diesel,Manual,28.4,1248.0,74.0,7.15
Pune,105000,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Diesel,Manual,12.05,2179.0,120.0,7.0
Pune,121900,Tata Zest Quadrajet 1.3 75PS XE,Diesel,Manual,22.95,1248.0,74.0,3.75
Mumbai,22695,Ford EcoSport 1.0 Ecoboost Titanium Plus,Petrol,Manual,18.88,999.0,123.24,8.5
Jaipur,73000,Maruti Swift Dzire ZDI,Diesel,Manual,23.4,1248.0,74.0,4.35
Kochi,32227,Maruti Alto 800 LXI,Petrol,Manual,22.74,796.0,47.3,3.26
Jaipur,55000,Honda City 1.5 S MT,Petrol,Manual,17.0,1497.0,118.0,4.21
Kochi,11287,Audi Q7 3.0 TDI Quattro Technology,Diesel,Automatic,12.07,2967.0,241.4,70.36
Mumbai,48000,Skoda Laura 1.9 TDI AT Ambiente,Diesel,Automatic,17.0,1896.0,105.0,2.95
Kochi,54308,Hyundai Verna 1.6 SX VTVT (O),Petrol,Manual,17.1,1591.0,121.3,4.28
Jaipur,78442,Honda City 1.5 V AT,Petrol,Automatic,16.8,1497.0,118.0,3.57
Kolkata,46000,Hyundai i20 Magna Optional 1.4 CRDi,Diesel,Manual,21.9,1396.0,88.8,3.11
Coimbatore,45051,Hyundai i20 Sportz AT 1.4,Petrol,Automatic,15.0,1396.0,98.6,5.96
Hyderabad,69000,Volkswagen Vento Diesel Highline,Diesel,Manual,20.54,1598.0,103.6,4.7
Ahmedabad,49000,Honda City i VTEC VX,Petrol,Manual,17.4,1497.0,117.3,6.9
Pune,45000,Tata Zest Quadrajet 1.3 75PS XE,Diesel,Manual,22.95,1248.0,74.0,5.25
Pune,64000,BMW 5 Series 2003-2012 520d,Diesel,Automatic,18.48,1995.0,177.0,28.0
Delhi,60000,Maruti Wagon R LXI Minor,Petrol,Manual,18.9,1061.0,67.0,1.35
Delhi,62178,Honda Jazz VX,Petrol,Manual,18.2,1199.0,88.7,4.85
Coimbatore,58006,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Diesel,Manual,15.0,1896.0,105.0,6.7
Hyderabad,74000,Hyundai i10 Magna 1.2,Petrol,Manual,20.36,1197.0,78.9,3.1
Kochi,77771,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Diesel,Automatic,19.27,2143.0,170.0,18.64
Pune,45275,Hyundai i10 Magna 1.2 iTech SE,Petrol,Manual,20.36,1197.0,78.9,2.8
Chennai,48000,Toyota Innova Crysta 2.4 ZX MT,Diesel,Manual,13.68,2393.0,147.8,20.25
Kochi,31652,Audi A6 2011-2015 2.0 TDI Technology,Diesel,Automatic,17.68,1968.0,174.33,26.78
Hyderabad,109000,Toyota Innova 2.5 VX (Diesel) 7 Seater,Diesel,Manual,12.99,2494.0,100.6,8.26
Mumbai,31978,Volkswagen Polo Petrol Trendline 1.2L,Petrol,Manual,16.47,1198.0,73.9,3.89
Hyderabad,70000,Maruti Alto K10 LXI,Petrol,Manual,20.92,998.0,67.1,2.1
Mumbai,15000,Honda City i-VTEC CVT ZX,Petrol,Automatic,18.0,1497.0,117.3,12.69
Coimbatore,59138,Tata Indigo LX,Diesel,Manual,17.0,1405.0,70.0,2.58
Kochi,61726,Audi A6 2011-2015 2.0 TDI Premium Plus,Diesel,Automatic,17.68,1968.0,174.33,20.77
Delhi,48000,Mercedes-Benz GLA Class 200 CDI SPORT,Diesel,Automatic,17.9,2143.0,136.0,20.26
Chennai,58000,Hyundai Santro Xing XL,Petrol,Manual,0.0,1086.0,112.76521404351512,1.5
Kolkata,60020,Maruti Swift VDI BSIV,Diesel,Manual,17.8,1248.0,112.76521404351512,2.5
Hyderabad,77815,Maruti Celerio VXI AT,Petrol,Automatic,23.1,998.0,67.04,4.25
Hyderabad,29000,Mercedes-Benz GLE 250d,Diesel,Automatic,17.9,2143.0,201.15,57.0
Delhi,44000,Land Rover Range Rover HSE Dynamic,Diesel,Automatic,12.7,2179.0,187.7,44.0
Hyderabad,108626,Volkswagen Vento Diesel Trendline,Diesel,Manual,20.54,1598.0,103.6,3.65
Hyderabad,71791,Maruti Omni 8 Seater BSIV,Petrol,Manual,14.0,796.0,35.0,2.05
Kochi,91931,Honda Brio 1.2 VX MT,Petrol,Manual,18.5,1198.0,86.8,3.13
Hyderabad,158000,Tata Sumo Delux,Diesel,Manual,14.07,2956.0,83.1,1.5
Pune,91183,Tata Indica Vista Aura 1.3 Quadrajet,Diesel,Manual,18.0,1248.0,75.0,2.85
Delhi,65000,Maruti Wagon R LXI BS IV,Petrol,Manual,18.9,998.0,67.1,2.65
Hyderabad,88428,Mahindra XUV500 W8 4WD,Diesel,Manual,16.0,2179.0,140.0,10.6
Pune,138000,Tata Indigo LS Dicor,Diesel,Manual,17.1,1396.0,70.0,1.25
Mumbai,18000,Maruti Ertiga Paseo VXI,Petrol,Manual,16.02,1373.0,93.7,8.25
Mumbai,60000,Honda A ord 2.4 A/T,Petrol,Automatic,11.7,2354.0,177.6,4.45
Kolkata,48000,Maruti Swift Dzire VDi,Diesel,Manual,19.3,1248.0,73.9,3.7
Hyderabad,160000,Ford Fiesta EXi 1.4 TDCi Ltd,Diesel,Manual,17.8,1399.0,68.0,2.8
Kolkata,40000,Honda City ZX GXi,Petrol,Manual,17.7,1497.0,78.0,1.8
Kochi,51495,Audi A6 2011-2015 2.0 TDI Premium Plus,Diesel,Automatic,17.68,1968.0,174.33,21.95
Mumbai,30000,BMW 6 Series 640d Gran Coupe,Diesel,Automatic,9.52,2993.0,313.0,49.0
Coimbatore,97430,Audi Q7 45 TDI Quattro Technology,Diesel,Automatic,14.75,2967.0,245.0,62.67
Pune,42496,Maruti Zen Estilo LXI Green (CNG),CNG,Manual,26.3,998.0,67.1,1.4
Pune,83000,Hyundai i20 1.4 CRDi Asta,Diesel,Manual,23.0,1396.0,90.0,5.5
Bangalore,37000,Hyundai i10 Sportz AT,Petrol,Automatic,16.95,1197.0,78.9,2.95
Kochi,28503,Honda Jazz 1.2 V CVT i VTEC,Petrol,Automatic,19.0,1199.0,88.7,6.86
Hyderabad,76496,Maruti Swift VDI BSIV,Diesel,Manual,25.2,1248.0,74.0,6.15
Pune,79152,Hyundai i20 Asta 1.2,Petrol,Manual,18.5,1197.0,82.85,3.3
Kolkata,32000,Volkswagen Polo Petrol Comfortline 1.2L,Petrol,Manual,16.47,1198.0,73.9,2.55
Ahmedabad,35000,Maruti Alto LXi,Petrol,Manual,19.7,796.0,46.3,1.5
Chennai,105000,Toyota Corolla H4,Petrol,Automatic,11.3,1794.0,125.0,2.5
Chennai,56000,Maruti Alto LXi,Petrol,Manual,19.7,796.0,46.3,1.4
Pune,73000,Tata Manza ELAN Quadrajet BS IV,Diesel,Manual,21.12,1248.0,88.8,3.4
Pune,38000,Maruti Alto LXi,Petrol,Manual,19.7,796.0,46.3,2.25
Kolkata,775000,Skoda Octavia Ambition Plus 2.0 TDI AT,Diesel,Automatic,19.3,1968.0,141.0,7.5
Kolkata,80000,Toyota Corolla H4,Petrol,Automatic,11.3,1794.0,125.0,2.8
Coimbatore,24973,Hyundai i20 Asta Option 1.2,Petrol,Manual,18.6,1197.0,81.83,7.66
Chennai,45000,Maruti Vitara Brezza LDi,Diesel,Manual,24.3,1248.0,88.5,7.15
Delhi,87430,Honda City 1.5 V MT,Petrol,Manual,17.0,1497.0,118.0,3.5
Hyderabad,133944,Tata Indica Vista Aqua 1.3 Quadrajet,Diesel,Manual,18.0,1248.0,75.0,3.5
Kolkata,57000,Honda Amaze S i-Dtech,Diesel,Manual,25.8,1498.0,98.6,3.45
Coimbatore,27904,Hyundai EON D Lite Plus,Petrol,Manual,21.1,814.0,55.2,3.55
Kochi,30717,BMW 3 Series Luxury Line,Diesel,Automatic,21.76,1995.0,190.0,25.99
Bangalore,80000,Hyundai Verna 1.6 SX,Diesel,Manual,22.32,1582.0,126.32,5.25
Ahmedabad,47304,Tata Manza Club Class Quadrajet90 LS,Diesel,Manual,21.02,1248.0,88.8,2.9
Jaipur,100000,Skoda Octavia RS,Petrol,Automatic,14.45,1984.0,227.0,2.05
Pune,30000,Maruti Alto K10 VXI,Petrol,Manual,24.07,998.0,67.1,3.75
Mumbai,68000,Ford Ecosport 1.5 DV5 MT Titanium Optional,Diesel,Manual,22.7,1498.0,89.84,6.75
Kolkata,21000,Chevrolet Spark 1.0 LS,Petrol,Manual,18.0,995.0,62.0,0.95
Hyderabad,21000,Jaguar XF 2.0 Diesel Portfolio,Diesel,Automatic,19.33,1999.0,177.0,52.0
Jaipur,119000,Honda CR-V RVi MT,Petrol,Manual,13.1,1997.0,141.1,3.91
Kochi,13747,Skoda Superb L&K 1.8 TSI AT,Petrol,Automatic,14.67,1798.0,177.46,27.3
Chennai,620000,Hyundai i10 Magna 1.2,Petrol,Manual,20.36,1197.0,78.9,2.7
Delhi,70000,Maruti Swift LDI,Diesel,Manual,22.9,1248.0,74.0,3.5
Mumbai,18000,Maruti Swift Dzire VXi AT,Petrol,Automatic,18.5,1197.0,83.14,6.2
Chennai,83000,Nissan Micra Diesel XV,Diesel,Manual,23.08,1461.0,63.1,2.75
Mumbai,130000,Maruti Swift Dzire Tour LDI,Diesel,Manual,23.4,1248.0,74.0,3.25
Pune,63400,Ford Fiesta Classic 1.4 Duratorq CLXI,Diesel,Manual,17.8,1399.0,67.0,3.25
Kolkata,65000,Maruti Zen LX,Petrol,Manual,17.3,993.0,60.0,0.65
Pune,8350,Mini Clubman Cooper S,Petrol,Manual,13.8,1998.0,192.0,35.0
Kolkata,45000,Toyota Etios GD,Diesel,Manual,23.59,1364.0,67.05,3.25
Kolkata,26200,Maruti Alto 800 2016-2019 LXI,Petrol,Manual,24.7,796.0,47.3,2.9
Bangalore,11000,Maruti Alto VXi,Petrol,Manual,18.9,796.0,47.0,2.9
Bangalore,90000,BMW X5 3.0d,Diesel,Automatic,11.0,2993.0,235.0,17.75
Mumbai,74000,Nissan Teana XV,Petrol,Automatic,11.07,2496.0,179.5,8.25
Coimbatore,37081,Hyundai Grand i10 AT Asta,Petrol,Automatic,18.9,1197.0,82.0,5.77
Hyderabad,39000,Maruti Vitara Brezza ZDi Plus,Diesel,Manual,24.3,1248.0,88.5,9.49
Mumbai,99000,Audi Q7 3.0 TDI Quattro Premium Plus,Diesel,Automatic,12.07,2967.0,241.4,12.95
Chennai,38000,Mercedes-Benz GLA Class 200 CDI,Diesel,Automatic,17.9,2143.0,136.0,20.0
Chennai,72000,Maruti 800 AC,Petrol,Manual,16.1,796.0,37.0,1.0
Chennai,93000,Renault Duster 85PS Diesel RxL,Diesel,Manual,20.45,1461.0,83.8,7.1
Mumbai,5900,Toyota Corolla Altis D-4D GL,Diesel,Manual,21.43,1364.0,87.2,16.5
Chennai,25000,Mercedes-Benz New C-Class 220,Diesel,Manual,15.8,2148.0,170.0,26.0
Hyderabad,68000,Maruti Ritz VDi,Diesel,Manual,21.1,1248.0,73.9,3.2
Kochi,35676,Honda BRV i-VTEC V CVT,Petrol,Automatic,16.0,1497.0,117.3,9.48
Kochi,74310,Hyundai Xcent 1.1 CRDi Base,Diesel,Manual,24.4,1120.0,71.0,4.0
Jaipur,59364,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Diesel,Automatic,14.21,2143.0,203.0,26.5
Kochi,41380,Mercedes-Benz B Class B180,Petrol,Automatic,14.8,1595.0,120.7,11.77
Bangalore,33900,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Diesel,Automatic,15.0,2143.0,204.0,37.0
Mumbai,28000,Honda City i VTEC VX Option,Petrol,Manual,17.8,1497.0,117.3,8.75
Hyderabad,50958,Hyundai Santro Xing XL eRLX Euro III,Petrol,Manual,17.0,1086.0,112.76521404351512,1.95
Chennai,93982,Honda City 1.5 S MT,Petrol,Manual,17.0,1497.0,118.0,3.75
Pune,95000,Hyundai Verna Transform VTVT,Petrol,Manual,16.2,1599.0,103.2,2.5
Mumbai,9000,Jaguar XE Portfolio,Petrol,Automatic,13.5,1999.0,246.74,34.5
Delhi,52516,Honda Amaze S i-Vtech,Petrol,Manual,18.0,1198.0,86.7,4.65
Bangalore,20000,Mini Cooper Convertible 1.6,Petrol,Automatic,18.86,1598.0,122.0,32.0
Coimbatore,56451,Mercedes-Benz S Class 2005 2013 S 350 CDI,Diesel,Automatic,13.5,2987.0,282.0,62.81
Chennai,37000,Hyundai EON Magna Plus,Petrol,Manual,21.1,814.0,55.2,3.25
Kolkata,17400,Maruti Wagon R VXI BS IV,Petrol,Manual,20.51,998.0,67.04,3.1
Coimbatore,90207,Maruti Ritz LDi,Diesel,Manual,21.1,1248.0,73.9,3.91
Chennai,89616,BMW 3 Series 320d Sedan,Diesel,Automatic,16.07,1995.0,181.0,11.0
Pune,85000,Tata Xenon XT EX 4X2,Diesel,Manual,13.49,2179.0,138.03,3.5
Chennai,79271,Audi A3 35 TDI Attraction,Diesel,Automatic,20.38,1968.0,143.0,16.5
Hyderabad,56000,Land Rover Range Rover 2.2L Dynamic,Diesel,Automatic,12.7,2179.0,187.7,30.0
Pune,85001,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Diesel,Automatic,12.0,2987.0,224.0,28.0
Hyderabad,12000,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Diesel,Automatic,13.5,2477.0,175.56,28.0
Jaipur,125000,Maruti Alto LX,Petrol,Manual,19.7,796.0,46.3,0.92
Pune,53000,Maruti Wagon R LXI BSIII,Petrol,Manual,14.0,1061.0,64.0,2.75
Coimbatore,34990,Land Rover Range Rover 2.2L Prestige,Diesel,Automatic,12.7,2179.0,187.7,53.83
Pune,49768,Hyundai Verna 1.6 SX VTVT,Petrol,Manual,17.01,1591.0,121.3,4.95
Hyderabad,56000,BMW 5 Series 525d Sedan,Diesel,Automatic,16.73,2993.0,218.0,33.5
Bangalore,75000,Jaguar XF Diesel,Diesel,Automatic,14.74,2993.0,270.9,27.95
Hyderabad,57000,Skoda Superb Elegance 1.8 TSI AT,Petrol,Automatic,13.7,1798.0,157.75,7.25
Kochi,37542,Audi Q3 35 TDI Quattro Premium,Diesel,Automatic,15.73,1968.0,174.33,25.71
Coimbatore,95649,Land Rover Range Rover 2.2L Pure,Diesel,Automatic,12.7,2179.0,187.7,29.67
Jaipur,35299,Mercedes-Benz New C-Class 220 CDI AT,Diesel,Automatic,14.84,2143.0,170.0,19.0
Kochi,28464,Mahindra Scorpio S10 4WD,Diesel,Manual,15.4,2179.0,120.0,13.05
Mumbai,41000,BMW 3 Series Luxury Line,Diesel,Automatic,21.76,1995.0,190.0,25.5
Pune,9000,Honda BR-V i-VTEC S MT,Petrol,Manual,15.4,1497.0,117.3,8.5
Chennai,92098,Volvo S80 2006-2013 D5,Diesel,Automatic,16.0,2400.0,215.0,7.25
Pune,5834,Hyundai A ent GLE,Petrol,Manual,13.2,1495.0,94.0,0.8
Jaipur,40250,Hyundai i20 Active SX Petrol,Petrol,Manual,17.19,1197.0,81.86,6.9
Coimbatore,22397,Mercedes-Benz GLC 43 AMG Coupe,Petrol,Automatic,11.5,2996.0,367.0,70.99
Kolkata,20800,Hyundai EON Magna Plus,Petrol,Manual,21.1,814.0,55.2,2.25
Kochi,40322,Hyundai Grand i10 SportZ Edition,Petrol,Manual,18.9,1197.0,81.86,5.5
Mumbai,52576,Honda City 1.5 EXI S,Petrol,Manual,13.0,1493.0,100.0,4.35
Kolkata,55000,Volkswagen Polo Petrol Trendline 1.2L,Petrol,Manual,16.47,1198.0,73.9,2.25
Mumbai,47000,Audi A6 35 TFSI Matrix,Petrol,Automatic,15.26,1798.0,187.74,24.5
Hyderabad,42021,Volkswagen Jetta 2007-2011 1.9 L TDI,Diesel,Manual,0.0,1968.0,112.76521404351512,5.45
Coimbatore,23163,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Petrol,Manual,15.29,1591.0,121.3,12.03
Mumbai,50000,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Petrol,Automatic,11.74,1796.0,186.0,8.5
Mumbai,11900,Mini Cooper Convertible S,Petrol,Automatic,16.82,1998.0,189.08,28.5
Pune,108000,Hyundai Santro Xing XO eRLX Euro II,Petrol,Manual,17.0,1086.0,112.76521404351512,1.2
Bangalore,37000,Toyota Etios VD,Diesel,Manual,23.59,1364.0,67.04,5.75
Delhi,30000,Honda Brio S MT,Petrol,Manual,19.4,1198.0,86.8,3.2
Coimbatore,12831,Maruti Baleno Alpha Automatic,Petrol,Automatic,21.4,1197.0,83.1,9.89
Coimbatore,143017,Skoda Laura Ambiente 2.0 TDI CR AT,Diesel,Automatic,20.0,1968.0,138.1,6.58
Kochi,13102,Hyundai EON Era Plus,Petrol,Manual,21.1,814.0,55.2,4.06
Coimbatore,24950,Renault Captur 1.5 Diesel RXL,Diesel,Manual,20.37,1461.0,108.45,13.37
Coimbatore,57832,BMW 5 Series 2003-2012 GT 530d LE,Diesel,Automatic,16.2,2993.0,258.0,25.82
Kochi,34267,Maruti Alto 800 LXI,Petrol,Manual,22.74,796.0,47.3,3.74
Bangalore,33000,Volvo V40 D3,Diesel,Automatic,16.8,1984.0,150.0,22.0
Ahmedabad,55100,Maruti Wagon R LXI BSII,Petrol,Manual,18.9,998.0,67.1,1.45
Kolkata,40000,Honda City ZX GXi,Petrol,Manual,17.7,1497.0,78.0,2.0
Kochi,31841,Maruti Eeco 5 STR With AC Plus HTR CNG,CNG,Manual,15.1,1196.0,73.0,4.7
Kolkata,15000,Chevrolet Enjoy 1.4 LS 8,Petrol,Manual,13.7,1399.0,98.79,3.75
Coimbatore,82756,Mahindra Bolero ZLX,Diesel,Manual,15.96,2523.0,62.1,7.7
Coimbatore,50243,Hyundai Santro GLS I - Euro I,Petrol,Manual,0.0,1086.0,112.76521404351512,3.35
Hyderabad,20600,Hyundai EON D Lite,Petrol,Manual,21.1,814.0,55.2,2.6
Coimbatore,29952,Hyundai Creta 1.6 SX Plus Petrol Automatic,Petrol,Automatic,13.0,1591.0,121.3,13.77
Mumbai,15000,Volkswagen Vento 1.6 Comfortline,Petrol,Manual,16.09,1598.0,103.5,7.1
Pune,61938,Honda Civic 2006-2010 1.8 S AT,Petrol,Automatic,12.9,1799.0,130.0,2.65
Hyderabad,67000,Tata Indica Vista Quadrajet LS,Diesel,Manual,22.3,1248.0,74.0,2.5
Kochi,61672,Mahindra XUV500 W8 2WD,Diesel,Manual,16.0,2179.0,140.0,7.53
Coimbatore,26185,Hyundai i20 1.2 Asta Option,Petrol,Manual,18.6,1197.0,81.83,7.98
Bangalore,38000,Audi Q5 30 TDI quattro Premium Plus,Diesel,Automatic,14.16,1968.0,174.3,39.0
Chennai,67000,Maruti Ritz VXi,Petrol,Manual,18.5,1197.0,85.8,2.25
Chennai,66000,Mitsubishi Cedia Sports,Petrol,Manual,13.17,1999.0,114.0,3.85
Hyderabad,80883,Toyota Innova 2.5 V Diesel 7-seater,Diesel,Manual,12.8,2494.0,102.0,13.5
Hyderabad,80219,Maruti Celerio LDi,Diesel,Manual,27.62,793.0,47.0,3.5
Delhi,12923,Maruti S-Cross Delta DDiS 200 SH,Diesel,Manual,25.1,1248.0,88.5,8.92
Coimbatore,86642,Audi Q3 35 TDI Quattro Premium Plus,Diesel,Automatic,15.17,1968.0,181.0,20.37
Bangalore,19235,BMW 3 Series Luxury Line,Diesel,Automatic,21.76,1995.0,190.0,36.5
Coimbatore,51002,Audi Q7 4.2 TDI Quattro Technology,Diesel,Automatic,11.33,4134.0,335.2,48.91
Pune,6800,Hyundai i20 2015-2017 Asta 1.2,Petrol,Manual,18.6,1197.0,81.83,7.2
Hyderabad,82749,Renault Duster 110PS Diesel RxL,Diesel,Manual,19.01,1461.0,108.45,5.99
Pune,51000,Hyundai Xcent 1.1 CRDi S Celebration Edition,Diesel,Manual,24.4,1120.0,71.0,5.25
Delhi,31465,Ford Ecosport 1.5 DV5 MT Titanium,Diesel,Manual,22.7,1498.0,89.84,6.5
Hyderabad,76476,Volkswagen Polo Petrol Trendline 1.2L,Petrol,Manual,16.47,1198.0,73.9,4.4
Kolkata,14000,Hyundai Grand i10 CRDi Magna,Diesel,Manual,24.0,1120.0,70.0,4.6
Ahmedabad,47000,Tata Manza Aqua Quadrajet BS IV,Diesel,Manual,21.12,1248.0,88.8,2.95
Kolkata,48466,Honda City 1.5 V MT,Petrol,Manual,17.0,1497.0,118.0,3.26
Bangalore,46000,Hyundai Santro Xing GLS,Petrol,Manual,17.92,1086.0,62.1,2.22
Hyderabad,162663,Toyota Innova 2.5 VX (Diesel) 7 Seater,Diesel,Manual,12.99,2494.0,100.0,10.5
Coimbatore,25142,Maruti Ciaz 1.3 S,Diesel,Manual,28.09,1248.0,88.5,8.26
Delhi,69000,Toyota Fortuner 4x4 MT TRD Sportivo,Diesel,Manual,12.55,2982.0,169.0,14.45
Chennai,80524,Ford Fiesta 1.6 SXI ABS Duratec,Petrol,Manual,15.3,1596.0,112.76521404351512,2.5
Kochi,26405,Mercedes-Benz E-Class E 220 d,Petrol,Automatic,12.6,1950.0,191.34,51.43
Chennai,45000,Mercedes-Benz New C-Class 220 CDI MT,Diesel,Manual,15.8,2148.0,170.0,23.0
Kolkata,64284,Skoda Yeti Ambition 4X2,Diesel,Manual,17.72,1968.0,108.49,5.5
Delhi,27000,Hyundai Grand i10 Sportz,Petrol,Manual,18.9,1197.0,82.0,4.5
Hyderabad,3678,Ford Figo 2015-2019 1.2P Titanium MT,Petrol,Manual,18.16,1196.0,86.8,6.8
Mumbai,21000,Skoda Octavia Ambition 1.4 TSI MT,Petrol,Manual,16.8,1395.0,138.02,8.75
Mumbai,67000,Renault Duster 85PS Diesel RxL Option,Diesel,Manual,19.87,1461.0,83.8,7.0
Delhi,24000,Land Rover Range Rover Evoque 2.0 TD4 Pure,Diesel,Automatic,15.68,1999.0,177.0,33.5
Chennai,75000,Ford Figo Diesel EXI,Diesel,Manual,20.0,1399.0,68.0,2.25
Hyderabad,179000,Ford Endeavour Hurricane Limited Edition,Diesel,Automatic,12.8,2953.0,156.0,4.24
Coimbatore,47198,Toyota Fortuner 4x4 MT,Diesel,Manual,12.55,2982.0,168.5,28.42
Kolkata,52000,Volkswagen Polo Diesel Comfortline 1.2L,Diesel,Manual,22.07,1199.0,73.9,2.75
Jaipur,91000,Maruti Ritz VDi,Diesel,Manual,23.2,1248.0,73.94,3.0
Pune,60000,Nissan Micra Diesel XV Premium,Diesel,Manual,23.08,1461.0,63.1,3.55
Kolkata,37873,Hyundai Verna 1.6 SX,Diesel,Manual,22.32,1582.0,126.32,4.8
Kolkata,31000,BMW 5 Series 2003-2012 523i,Petrol,Automatic,10.8,2497.0,150.0,13.5
Pune,129000,Mercedes-Benz GLS 350d 4MATIC,Diesel,Automatic,11.0,2987.0,258.0,56.0
Hyderabad,78000,Honda CR-V 2.4L 4WD AT,Petrol,Automatic,12.0,2354.0,187.4,3.99
Bangalore,32000,Hyundai Creta 1.6 CRDi AT SX Plus,Diesel,Automatic,17.01,1582.0,126.2,15.5
Jaipur,59000,Hyundai i10 Era,Petrol,Manual,19.81,1086.0,68.05,2.32
Kochi,35437,Mercedes-Benz A Class A200 CDI Sport,Diesel,Automatic,20.0,2143.0,136.0,18.58
Jaipur,98000,Maruti Ertiga VXI,Petrol,Manual,16.02,1373.0,93.7,5.5
Chennai,72000,Skoda Octavia Classic 1.9 TDI MT,Diesel,Manual,18.7,1896.0,66.0,3.2
Pune,79000,Honda Amaze VX i-Vtech,Petrol,Manual,18.0,1198.0,86.7,4.0
Chennai,29000,Maruti Zen LXi BSII,Petrol,Manual,17.3,993.0,60.0,1.6
Kochi,66012,Maruti SX4 ZXI MT BSIV,Petrol,Manual,15.5,1586.0,103.3,4.15
Mumbai,35000,Honda Brio VX AT,Petrol,Automatic,16.5,1198.0,86.8,4.25
Ahmedabad,75000,Maruti Wagon R VXI,Petrol,Manual,18.9,998.0,67.1,2.6
Mumbai,80000,Toyota Camry A/T,Petrol,Automatic,12.1,2362.0,164.7,3.43
Kochi,32717,Chevrolet Beat LS,Petrol,Manual,18.6,1199.0,79.4,2.55
Delhi,25000,Toyota Fortuner 4x4 AT,Diesel,Automatic,12.55,2982.0,168.5,32.0
Mumbai,79000,Ford Ecosport 1.5 DV5 MT Titanium Optional,Diesel,Manual,22.7,1498.0,89.84,6.25
Hyderabad,86000,Maruti Swift Vdi BSIII,Diesel,Manual,17.8,1248.0,75.0,3.6
Pune,137000,Mercedes-Benz S Class 2005 2013 S 350 CDI,Diesel,Automatic,13.5,2987.0,282.0,18.5
Mumbai,25000,Honda Mobilio S i VTEC,Petrol,Manual,17.3,1497.0,117.3,4.25
Mumbai,8500,Hyundai Grand i10 Sportz,Petrol,Manual,18.9,1197.0,82.0,4.8
Bangalore,34000,Mahindra XUV500 AT W8 FWD,Diesel,Automatic,16.0,2179.0,140.0,13.0
Pune,41629,Skoda Fabia 1.6 MPI Elegance,Petrol,Manual,14.83,1598.0,105.0,2.25
Hyderabad,80227,Hyundai Santro Xing GLS,Petrol,Manual,17.92,1086.0,62.1,2.3
Kochi,8587,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Petrol,Manual,15.29,1591.0,121.3,13.56
Delhi,30000,Mahindra Scorpio 1.99 S8,Diesel,Manual,15.4,1997.0,120.0,12.25
Pune,64186,Skoda Rapid 1.6 TDI Ambition,Diesel,Manual,20.5,1598.0,103.5,3.76
Coimbatore,76427,Renault Duster 110PS Diesel RxZ,Diesel,Manual,19.01,1461.0,108.45,8.58
Hyderabad,75000,BMW X5 xDrive 30d,Diesel,Automatic,11.7,2993.0,245.0,27.5
Coimbatore,27075,Toyota Etios G,Petrol,Manual,17.6,1496.0,88.73,4.95
Ahmedabad,30000,Maruti Wagon R LXI,Petrol,Manual,22.5,998.0,67.04,3.3
Chennai,69434,Hyundai Creta 1.6 SX,Petrol,Manual,15.8,1591.0,121.3,8.0
Jaipur,56000,Maruti Celerio VXI,Petrol,Manual,23.1,998.0,67.04,2.79
Coimbatore,49275,Land Rover Range Rover HSE Dynamic,Diesel,Automatic,12.7,2179.0,187.7,45.64
Pune,8700,Chevrolet Beat LT,Petrol,Manual,18.6,1199.0,76.8,2.55
