Year,Location,Name,distance,fule,Transmission,Owner_Type,Mileage,Engine,price,Price
2007,Mumbai,Hyundai Santro Xing XO eRLX Euro II,72000,Petrol,Manual,Third,17.0,1086.0,,0.95
2016,Kochi,Honda City i VTEC V,33915,Petrol,Manual,First,17.8,1497.0,,8.09
2014,Ahmedabad,BMW X1 sDrive20d,82002,Diesel,Automatic,First,17.05,1995.0,,18.5
2017,Mumbai,Hyundai Grand i10 CRDi Era,33000,Diesel,Manual,First,24.0,1120.0,,4.75
2016,Chennai,Maruti Ciaz 1.3 Alpha,34000,Diesel,Manual,First,28.09,1248.0,,8.45
2012,Kolkata,Skoda Rapid Leisure 1.6 TDI MT,55000,Diesel,Manual,First,20.5,1598.0,,3.5
2006,Kochi,Hyundai A ent CRDi,160538,Diesel,Manual,First,13.1,1493.0,,1.8
2014,Jaipur,Volkswagen Polo GT 1.5 TDI,60000,Diesel,Manual,Second,19.91,1498.0,,3.7
2017,Coimbatore,Honda Jazz 1.2 VX i VTEC,49575,Petrol,Manual,First,18.7,1199.0,,7.17
2010,Jaipur,Hyundai i10 Era,83000,Petrol,Manual,First,19.81,1086.0,,1.75
2018,Kochi,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,51346,Diesel,Automatic,First,16.38,1995.0,,21.99
2017,Pune,Toyota Innova Crysta 2.4 ZX MT,43000,Diesel,Manual,First,13.68,2393.0,25.52 Lakh,18.65
2011,Jaipur,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,35000,Petrol,Manual,Third,19.7,796.0,,1.85
2017,Coimbatore,Maruti Swift VXI BSIV,27872,Petrol,Manual,Second,20.4,1197.0,,5.95
2014,Mumbai,Hyundai Grand i10 Magna,16514,Petrol,Manual,First,18.9,1197.0,,3.75
2012,Pune,Maruti Swift VDI,120000,Diesel,Manual,First,22.9,1248.0,,3.75
2008,Hyderabad,Hyundai Verna CRDi 1.6 SX,143275,Diesel,Manual,First,22.0,1582.0,14.07 Lakh,2.6
2006,Hyderabad,Hyundai Santro Xing XL,99000,Petrol,Manual,First,0.0,1086.0,,1.75
2010,Mumbai,Hyundai i20 1.2 Sportz,52000,Petrol,Manual,First,17.0,1197.0,,2.8
2017,Coimbatore,Mercedes-Benz GLE 350d,29819,Diesel,Automatic,First,11.57,2987.0,95.13 Lakh,61.29
2014,Bangalore,Mercedes-Benz New C-Class C 220 CDI CLASSIC,57000,Diesel,Manual,Second,15.8,2148.0,,18.0
2014,Hyderabad,Maruti Ritz ZDi,88500,Diesel,Manual,First,23.2,1248.0,,4.35
2016,Bangalore,Hyundai Creta 1.6 CRDi SX,28000,Diesel,Manual,First,19.67,1582.0,,13.75
2010,Pune,Maruti A-Star Vxi,67000,Petrol,Manual,First,19.0,998.0,,2.0
2016,Delhi,Renault Duster 110PS Diesel RXZ Option,26000,Diesel,Manual,First,19.64,1461.0,,10.0
2010,Delhi,Fiat Grande Punto 1.3 Emotion Pack (Diesel),120000,Diesel,Manual,First,17.8,1248.0,,1.65
2017,Coimbatore,BMW X3 xDrive30d M Sport,51982,Diesel,Automatic,First,16.55,2993.0,,45.77
2010,Bangalore,Hyundai i10 Sportz,36000,Petrol,Manual,Second,20.36,1197.0,,3.25
2016,Pune,Toyota Innova 2.5 G4 Diesel 7-seater,47000,Diesel,Manual,First,12.8,2494.0,,12.8
2002,Mumbai,Maruti Zen VXI BSII,60000,Petrol,Manual,Third,17.3,993.0,,0.55
2018,Hyderabad,Maruti Swift VDI,31025,Diesel,Manual,First,28.4,1248.0,,7.15
2013,Pune,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,105000,Diesel,Manual,Second,12.05,2179.0,,7.0
2017,Pune,Tata Zest Quadrajet 1.3 75PS XE,121900,Diesel,Manual,First,22.95,1248.0,8.34 Lakh,3.75
2017,Mumbai,Ford EcoSport 1.0 Ecoboost Titanium Plus,22695,Petrol,Manual,First,18.88,999.0,,8.5
2012,Jaipur,Maruti Swift Dzire ZDI,73000,Diesel,Manual,First,23.4,1248.0,,4.35
2016,Kochi,Maruti Alto 800 LXI,32227,Petrol,Manual,First,22.74,796.0,,3.26
2011,Jaipur,Honda City 1.5 S MT,55000,Petrol,Manual,First,17.0,1497.0,,4.21
2018,Kochi,Audi Q7 3.0 TDI Quattro Technology,11287,Diesel,Automatic,First,12.07,2967.0,,70.36
2009,Mumbai,Skoda Laura 1.9 TDI AT Ambiente,48000,Diesel,Automatic,Second,17.0,1896.0,,2.95
2012,Kochi,Hyundai Verna 1.6 SX VTVT (O),54308,Petrol,Manual,First,17.1,1591.0,,4.28
2009,Jaipur,Honda City 1.5 V AT,78442,Petrol,Automatic,First,16.8,1497.0,,3.57
2013,Kolkata,Hyundai i20 Magna Optional 1.4 CRDi,46000,Diesel,Manual,First,21.9,1396.0,,3.11
2014,Coimbatore,Hyundai i20 Sportz AT 1.4,45051,Petrol,Automatic,First,15.0,1396.0,,5.96
2011,Hyderabad,Volkswagen Vento Diesel Highline,69000,Diesel,Manual,First,20.54,1598.0,,4.7
2014,Ahmedabad,Honda City i VTEC VX,49000,Petrol,Manual,First,17.4,1497.0,,6.9
2018,Pune,Tata Zest Quadrajet 1.3 75PS XE,45000,Diesel,Manual,First,22.95,1248.0,8.34 Lakh,5.25
2015,Pune,BMW 5 Series 2003-2012 520d,64000,Diesel,Automatic,First,18.48,1995.0,,28.0
2009,Delhi,Maruti Wagon R LXI Minor,60000,Petrol,Manual,First,18.9,1061.0,,1.35
2015,Delhi,Honda Jazz VX,62178,Petrol,Manual,First,18.2,1199.0,8.85 Lakh,4.85
2012,Coimbatore,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,58006,Diesel,Manual,First,15.0,1896.0,,6.7
2010,Hyderabad,Hyundai i10 Magna 1.2,74000,Petrol,Manual,First,20.36,1197.0,,3.1
2015,Kochi,Mercedes-Benz New C-Class C 220 CDI Avantgarde,77771,Diesel,Automatic,First,19.27,2143.0,,18.64
2012,Pune,Hyundai i10 Magna 1.2 iTech SE,45275,Petrol,Manual,First,20.36,1197.0,,2.8
2016,Chennai,Toyota Innova Crysta 2.4 ZX MT,48000,Diesel,Manual,First,13.68,2393.0,25.4 Lakh,20.25
2015,Kochi,Audi A6 2011-2015 2.0 TDI Technology,31652,Diesel,Automatic,First,17.68,1968.0,,26.78
2010,Hyderabad,Toyota Innova 2.5 VX (Diesel) 7 Seater,109000,Diesel,Manual,Second,12.99,2494.0,,8.26
2015,Mumbai,Volkswagen Polo Petrol Trendline 1.2L,31978,Petrol,Manual,First,16.47,1198.0,,3.89
2011,Hyderabad,Maruti Alto K10 LXI,70000,Petrol,Manual,First,20.92,998.0,,2.1
2017,Mumbai,Honda City i-VTEC CVT ZX,15000,Petrol,Automatic,First,18.0,1497.0,16.67 Lakh,12.69
2013,Coimbatore,Tata Indigo LX,59138,Diesel,Manual,First,17.0,1405.0,,2.58
2014,Kochi,Audi A6 2011-2015 2.0 TDI Premium Plus,61726,Diesel,Automatic,First,17.68,1968.0,,20.77
2015,Delhi,Mercedes-Benz GLA Class 200 CDI SPORT,48000,Diesel,Automatic,First,17.9,2143.0,,20.26
2006,Chennai,Hyundai Santro Xing XL,58000,Petrol,Manual,Second,0.0,1086.0,,1.5
2011,Kolkata,Maruti Swift VDI BSIV,60020,Diesel,Manual,First,17.8,1248.0,,2.5
2014,Hyderabad,Maruti Celerio VXI AT,77815,Petrol,Automatic,First,23.1,998.0,,4.25
2017,Hyderabad,Mercedes-Benz GLE 250d,29000,Diesel,Automatic,First,17.9,2143.0,79.43 Lakh,57.0
2017,Delhi,Land Rover Range Rover HSE Dynamic,44000,Diesel,Automatic,First,12.7,2179.0,,44.0
2011,Hyderabad,Volkswagen Vento Diesel Trendline,108626,Diesel,Manual,First,20.54,1598.0,,3.65
2012,Hyderabad,Maruti Omni 8 Seater BSIV,71791,Petrol,Manual,First,14.0,796.0,,2.05
2012,Kochi,Honda Brio 1.2 VX MT,91931,Petrol,Manual,First,18.5,1198.0,6.62 Lakh,3.13
2000,Hyderabad,Tata Sumo Delux,158000,Diesel,Manual,Second,14.07,2956.0,,1.5
2012,Pune,Tata Indica Vista Aura 1.3 Quadrajet,91183,Diesel,Manual,First,18.0,1248.0,,2.85
2012,Delhi,Maruti Wagon R LXI BS IV,65000,Petrol,Manual,First,18.9,998.0,,2.65
2015,Hyderabad,Mahindra XUV500 W8 4WD,88428,Diesel,Manual,First,16.0,2179.0,,10.6
2008,Pune,Tata Indigo LS Dicor,138000,Diesel,Manual,Second,17.1,1396.0,,1.25
2018,Mumbai,Maruti Ertiga Paseo VXI,18000,Petrol,Manual,First,16.02,1373.0,,8.25
2011,Mumbai,Honda A ord 2.4 A/T,60000,Petrol,Automatic,First,11.7,2354.0,,4.45
2012,Kolkata,Maruti Swift Dzire VDi,48000,Diesel,Manual,First,19.3,1248.0,,3.7
2009,Hyderabad,Ford Fiesta EXi 1.4 TDCi Ltd,160000,Diesel,Manual,First,17.8,1399.0,,2.8
2008,Kolkata,Honda City ZX GXi,40000,Petrol,Manual,First,17.7,1497.0,,1.8
2014,Kochi,Audi A6 2011-2015 2.0 TDI Premium Plus,51495,Diesel,Automatic,First,17.68,1968.0,,21.95
2011,Mumbai,BMW 6 Series 640d Gran Coupe,30000,Diesel,Automatic,First,9.52,2993.0,,49.0
2017,Coimbatore,Audi Q7 45 TDI Quattro Technology,97430,Diesel,Automatic,First,14.75,2967.0,1.04 Cr,62.67
2008,Pune,Maruti Zen Estilo LXI Green (CNG),42496,CNG,Manual,First,26.3,998.0,,1.4
2012,Pune,Hyundai i20 1.4 CRDi Asta,83000,Diesel,Manual,First,23.0,1396.0,,5.5
2009,Bangalore,Hyundai i10 Sportz AT,37000,Petrol,Automatic,Third,16.95,1197.0,,2.95
2016,Kochi,Honda Jazz 1.2 V CVT i VTEC,28503,Petrol,Automatic,First,19.0,1199.0,,6.86
2015,Hyderabad,Maruti Swift VDI BSIV,76496,Diesel,Manual,First,25.2,1248.0,,6.15
2011,Pune,Hyundai i20 Asta 1.2,79152,Petrol,Manual,Second,18.5,1197.0,,3.3
2011,Kolkata,Volkswagen Polo Petrol Comfortline 1.2L,32000,Petrol,Manual,First,16.47,1198.0,,2.55
2009,Ahmedabad,Maruti Alto LXi,35000,Petrol,Manual,First,19.7,796.0,,1.5
2004,Chennai,Toyota Corolla H4,105000,Petrol,Automatic,Second,11.3,1794.0,,2.5
2006,Chennai,Maruti Alto LXi,56000,Petrol,Manual,Second,19.7,796.0,,1.4
2012,Pune,Tata Manza ELAN Quadrajet BS IV,73000,Diesel,Manual,First,21.12,1248.0,,3.4
2012,Pune,Maruti Alto LXi,38000,Petrol,Manual,First,19.7,796.0,,2.25
2013,Kolkata,Skoda Octavia Ambition Plus 2.0 TDI AT,775000,Diesel,Automatic,First,19.3,1968.0,,7.5
2008,Kolkata,Toyota Corolla H4,80000,Petrol,Automatic,First,11.3,1794.0,,2.8
2016,Coimbatore,Hyundai i20 Asta Option 1.2,24973,Petrol,Manual,First,18.6,1197.0,,7.66
2016,Chennai,Maruti Vitara Brezza LDi,45000,Diesel,Manual,First,24.3,1248.0,9.12 Lakh,7.15
2010,Delhi,Honda City 1.5 V MT,87430,Petrol,Manual,First,17.0,1497.0,,3.5
2014,Hyderabad,Tata Indica Vista Aqua 1.3 Quadrajet,133944,Diesel,Manual,Second,18.0,1248.0,,3.5
2013,Kolkata,Honda Amaze S i-Dtech,57000,Diesel,Manual,First,25.8,1498.0,,3.45
2016,Coimbatore,Hyundai EON D Lite Plus,27904,Petrol,Manual,First,21.1,814.0,,3.55
2015,Kochi,BMW 3 Series Luxury Line,30717,Diesel,Automatic,Second,21.76,1995.0,58.67 Lakh,25.99
2012,Bangalore,Hyundai Verna 1.6 SX,80000,Diesel,Manual,First,22.32,1582.0,,5.25
2013,Ahmedabad,Tata Manza Club Class Quadrajet90 LS,47304,Diesel,Manual,First,21.02,1248.0,,2.9
2005,Jaipur,Skoda Octavia RS,100000,Petrol,Automatic,First,14.45,1984.0,28.37 Lakh,2.05
2017,Pune,Maruti Alto K10 VXI,30000,Petrol,Manual,First,24.07,998.0,4.48 Lakh,3.75
2014,Mumbai,Ford Ecosport 1.5 DV5 MT Titanium Optional,68000,Diesel,Manual,First,22.7,1498.0,,6.75
2011,Kolkata,Chevrolet Spark 1.0 LS,21000,Petrol,Manual,Second,18.0,995.0,,0.95
2017,Hyderabad,Jaguar XF 2.0 Diesel Portfolio,21000,Diesel,Automatic,First,19.33,1999.0,72.64 Lakh,52.0
2007,Jaipur,Honda CR-V RVi MT,119000,Petrol,Manual,Third,13.1,1997.0,,3.91
2019,Kochi,Skoda Superb L&K 1.8 TSI AT,13747,Petrol,Automatic,First,14.67,1798.0,36.15 Lakh,27.3
2009,Chennai,Hyundai i10 Magna 1.2,620000,Petrol,Manual,First,20.36,1197.0,,2.7
2013,Delhi,Maruti Swift LDI,70000,Diesel,Manual,First,22.9,1248.0,,3.5
2016,Mumbai,Maruti Swift Dzire VXi AT,18000,Petrol,Automatic,First,18.5,1197.0,,6.2
2011,Chennai,Nissan Micra Diesel XV,83000,Diesel,Manual,First,23.08,1461.0,,2.75
2015,Mumbai,Maruti Swift Dzire Tour LDI,130000,Diesel,Manual,First,23.4,1248.0,,3.25
2012,Pune,Ford Fiesta Classic 1.4 Duratorq CLXI,63400,Diesel,Manual,First,17.8,1399.0,,3.25
2003,Kolkata,Maruti Zen LX,65000,Petrol,Manual,First,17.3,993.0,,0.65
2017,Pune,Mini Clubman Cooper S,8350,Petrol,Manual,First,13.8,1998.0,44.59 Lakh,35.0
2014,Kolkata,Toyota Etios GD,45000,Diesel,Manual,First,23.59,1364.0,,3.25
2018,Kolkata,Maruti Alto 800 2016-2019 LXI,26200,Petrol,Manual,First,24.7,796.0,,2.9
2011,Bangalore,Maruti Alto VXi,11000,Petrol,Manual,Third,18.9,796.0,,2.9
2009,Bangalore,BMW X5 3.0d,90000,Diesel,Automatic,Second,11.0,2993.0,,17.75
2015,Mumbai,Nissan Teana XV,74000,Petrol,Automatic,Second,11.07,2496.0,,8.25
2015,Coimbatore,Hyundai Grand i10 AT Asta,37081,Petrol,Automatic,First,18.9,1197.0,,5.77
2017,Hyderabad,Maruti Vitara Brezza ZDi Plus,39000,Diesel,Manual,First,24.3,1248.0,12 Lakh,9.49
2008,Mumbai,Audi Q7 3.0 TDI Quattro Premium Plus,99000,Diesel,Automatic,Third,12.07,2967.0,,12.95
2015,Chennai,Mercedes-Benz GLA Class 200 CDI,38000,Diesel,Automatic,First,17.9,2143.0,,20.0
2007,Chennai,Maruti 800 AC,72000,Petrol,Manual,Third,16.1,796.0,,1.0
2015,Chennai,Renault Duster 85PS Diesel RxL,93000,Diesel,Manual,Second,20.45,1461.0,,7.1
2017,Mumbai,Toyota Corolla Altis D-4D GL,5900,Diesel,Manual,First,21.43,1364.0,,16.5
2014,Chennai,Mercedes-Benz New C-Class 220,25000,Diesel,Manual,First,15.8,2148.0,,26.0
2010,Hyderabad,Maruti Ritz VDi,68000,Diesel,Manual,Second,21.1,1248.0,,3.2
2017,Kochi,Honda BRV i-VTEC V CVT,35676,Petrol,Automatic,First,16.0,1497.0,14.65 Lakh,9.48
2015,Kochi,Hyundai Xcent 1.1 CRDi Base,74310,Diesel,Manual,First,24.4,1120.0,,4.0
2014,Jaipur,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,59364,Diesel,Automatic,First,14.21,2143.0,,26.5
2014,Kochi,Mercedes-Benz B Class B180,41380,Petrol,Automatic,Second,14.8,1595.0,,11.77
2017,Bangalore,Mercedes-Benz E-Class 2015-2017 E250 Edition E,33900,Diesel,Automatic,First,15.0,2143.0,,37.0
2016,Mumbai,Honda City i VTEC VX Option,28000,Petrol,Manual,First,17.8,1497.0,,8.75
2007,Hyderabad,Hyundai Santro Xing XL eRLX Euro III,50958,Petrol,Manual,First,17.0,1086.0,,1.95
2011,Chennai,Honda City 1.5 S MT,93982,Petrol,Manual,First,17.0,1497.0,,3.75
2010,Pune,Hyundai Verna Transform VTVT,95000,Petrol,Manual,First,16.2,1599.0,,2.5
2017,Mumbai,Jaguar XE Portfolio,9000,Petrol,Automatic,First,13.5,1999.0,53.72 Lakh,34.5
2015,Delhi,Honda Amaze S i-Vtech,52516,Petrol,Manual,First,18.0,1198.0,,4.65
2015,Bangalore,Mini Cooper Convertible 1.6,20000,Petrol,Automatic,First,18.86,1598.0,,32.0
2017,Coimbatore,Mercedes-Benz S Class 2005 2013 S 350 CDI,56451,Diesel,Automatic,First,13.5,2987.0,,62.81
2014,Chennai,Hyundai EON Magna Plus,37000,Petrol,Manual,First,21.1,814.0,,3.25
2014,Kolkata,Maruti Wagon R VXI BS IV,17400,Petrol,Manual,First,20.51,998.0,,3.1
2011,Coimbatore,Maruti Ritz LDi,90207,Diesel,Manual,First,21.1,1248.0,,3.91
2011,Chennai,BMW 3 Series 320d Sedan,89616,Diesel,Automatic,First,16.07,1995.0,,11.0
2014,Pune,Tata Xenon XT EX 4X2,85000,Diesel,Manual,First,13.49,2179.0,,3.5
2014,Chennai,Audi A3 35 TDI Attraction,79271,Diesel,Automatic,First,20.38,1968.0,,16.5
2012,Hyderabad,Land Rover Range Rover 2.2L Dynamic,56000,Diesel,Automatic,First,12.7,2179.0,,30.0
2010,Pune,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,85001,Diesel,Automatic,Second,12.0,2987.0,,28.0
2018,Hyderabad,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,12000,Diesel,Automatic,First,13.5,2477.0,33.91 Lakh,28.0
2010,Jaipur,Maruti Alto LX,125000,Petrol,Manual,First,19.7,796.0,,0.92
2013,Pune,Maruti Wagon R LXI BSIII,53000,Petrol,Manual,First,14.0,1061.0,,2.75
2017,Coimbatore,Land Rover Range Rover 2.2L Prestige,34990,Diesel,Automatic,First,12.7,2179.0,,53.83
2011,Pune,Hyundai Verna 1.6 SX VTVT,49768,Petrol,Manual,Second,17.01,1591.0,,4.95
2013,Hyderabad,BMW 5 Series 525d Sedan,56000,Diesel,Automatic,First,16.73,2993.0,,33.5
2013,Bangalore,Jaguar XF Diesel,75000,Diesel,Automatic,First,14.74,2993.0,,27.95
2010,Hyderabad,Skoda Superb Elegance 1.8 TSI AT,57000,Petrol,Automatic,First,13.7,1798.0,,7.25
2017,Kochi,Audi Q3 35 TDI Quattro Premium,37542,Diesel,Automatic,First,15.73,1968.0,,25.71
2014,Coimbatore,Land Rover Range Rover 2.2L Pure,95649,Diesel,Automatic,First,12.7,2179.0,,29.67
2013,Jaipur,Mercedes-Benz New C-Class 220 CDI AT,35299,Diesel,Automatic,First,14.84,2143.0,,19.0
2017,Kochi,Mahindra Scorpio S10 4WD,28464,Diesel,Manual,First,15.4,2179.0,,13.05
2015,Mumbai,BMW 3 Series Luxury Line,41000,Diesel,Automatic,First,21.76,1995.0,60.88 Lakh,25.5
2017,Pune,Honda BR-V i-VTEC S MT,9000,Petrol,Manual,First,15.4,1497.0,12.51 Lakh,8.5
2010,Chennai,Volvo S80 2006-2013 D5,92098,Diesel,Automatic,Second,16.0,2400.0,,7.25
2005,Pune,Hyundai A ent GLE,5834,Petrol,Manual,First,13.2,1495.0,,0.8
2017,Jaipur,Hyundai i20 Active SX Petrol,40250,Petrol,Manual,First,17.19,1197.0,9.74 Lakh,6.9
2018,Coimbatore,Mercedes-Benz GLC 43 AMG Coupe,22397,Petrol,Automatic,First,11.5,2996.0,95.38 Lakh,70.99
2015,Kolkata,Hyundai EON Magna Plus,20800,Petrol,Manual,Second,21.1,814.0,,2.25
2018,Kochi,Hyundai Grand i10 SportZ Edition,40322,Petrol,Manual,First,18.9,1197.0,,5.5
2013,Mumbai,Honda City 1.5 EXI S,52576,Petrol,Manual,First,13.0,1493.0,,4.35
2010,Kolkata,Volkswagen Polo Petrol Trendline 1.2L,55000,Petrol,Manual,First,16.47,1198.0,,2.25
2016,Mumbai,Audi A6 35 TFSI Matrix,47000,Petrol,Automatic,First,15.26,1798.0,60.59 Lakh,24.5
2010,Hyderabad,Volkswagen Jetta 2007-2011 1.9 L TDI,42021,Diesel,Manual,First,0.0,1968.0,,5.45
2017,Coimbatore,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,23163,Petrol,Manual,First,15.29,1591.0,,12.03
2011,Mumbai,Mercedes-Benz New C-Class C 200 CGI Avantgarde,50000,Petrol,Automatic,Second,11.74,1796.0,,8.5
2014,Mumbai,Mini Cooper Convertible S,11900,Petrol,Automatic,First,16.82,1998.0,44.28 Lakh,28.5
2006,Pune,Hyundai Santro Xing XO eRLX Euro II,108000,Petrol,Manual,Second,17.0,1086.0,,1.2
2013,Bangalore,Toyota Etios VD,37000,Diesel,Manual,First,23.59,1364.0,,5.75
2014,Delhi,Honda Brio S MT,30000,Petrol,Manual,Second,19.4,1198.0,,3.2
2018,Coimbatore,Maruti Baleno Alpha Automatic,12831,Petrol,Automatic,First,21.4,1197.0,,9.89
2012,Coimbatore,Skoda Laura Ambiente 2.0 TDI CR AT,143017,Diesel,Automatic,First,20.0,1968.0,,6.58
2018,Kochi,Hyundai EON Era Plus,13102,Petrol,Manual,First,21.1,814.0,,4.06
2019,Coimbatore,Renault Captur 1.5 Diesel RXL,24950,Diesel,Manual,First,20.37,1461.0,,13.37
2011,Coimbatore,BMW 5 Series 2003-2012 GT 530d LE,57832,Diesel,Automatic,First,16.2,2993.0,,25.82
2016,Kochi,Maruti Alto 800 LXI,34267,Petrol,Manual,First,22.74,796.0,,3.74
2015,Bangalore,Volvo V40 D3,33000,Diesel,Automatic,Second,16.8,1984.0,,22.0
2007,Ahmedabad,Maruti Wagon R LXI BSII,55100,Petrol,Manual,First,18.9,998.0,,1.45
2008,Kolkata,Honda City ZX GXi,40000,Petrol,Manual,First,17.7,1497.0,,2.0
2017,Kochi,Maruti Eeco 5 STR With AC Plus HTR CNG,31841,CNG,Manual,First,15.1,1196.0,,4.7
2014,Kolkata,Chevrolet Enjoy 1.4 LS 8,15000,Petrol,Manual,First,13.7,1399.0,,3.75
2016,Coimbatore,Mahindra Bolero ZLX,82756,Diesel,Manual,First,15.96,2523.0,11.28 Lakh,7.7
2012,Coimbatore,Hyundai Santro GLS I - Euro I,50243,Petrol,Manual,First,0.0,1086.0,,3.35
2014,Hyderabad,Hyundai EON D Lite,20600,Petrol,Manual,First,21.1,814.0,,2.6
2017,Coimbatore,Hyundai Creta 1.6 SX Plus Petrol Automatic,29952,Petrol,Automatic,First,13.0,1591.0,,13.77
2017,Mumbai,Volkswagen Vento 1.6 Comfortline,15000,Petrol,Manual,Second,16.09,1598.0,11.48 Lakh,7.1
2008,Pune,Honda Civic 2006-2010 1.8 S AT,61938,Petrol,Automatic,Second,12.9,1799.0,,2.65
2014,Hyderabad,Tata Indica Vista Quadrajet LS,67000,Diesel,Manual,First,22.3,1248.0,,2.5
2013,Kochi,Mahindra XUV500 W8 2WD,61672,Diesel,Manual,First,16.0,2179.0,,7.53
2017,Coimbatore,Hyundai i20 1.2 Asta Option,26185,Petrol,Manual,First,18.6,1197.0,,7.98
2014,Bangalore,Audi Q5 30 TDI quattro Premium Plus,38000,Diesel,Automatic,Second,14.16,1968.0,,39.0
2011,Chennai,Maruti Ritz VXi,67000,Petrol,Manual,Second,18.5,1197.0,,2.25
2010,Chennai,Mitsubishi Cedia Sports,66000,Petrol,Manual,Second,13.17,1999.0,,3.85
2015,Hyderabad,Toyota Innova 2.5 V Diesel 7-seater,80883,Diesel,Manual,First,12.8,2494.0,,13.5
2016,Hyderabad,Maruti Celerio LDi,80219,Diesel,Manual,First,27.62,793.0,,3.5
2018,Delhi,Maruti S-Cross Delta DDiS 200 SH,12923,Diesel,Manual,First,25.1,1248.0,11.26 Lakh,8.92
2016,Coimbatore,Audi Q3 35 TDI Quattro Premium Plus,86642,Diesel,Automatic,First,15.17,1968.0,43.65 Lakh,20.37
2016,Bangalore,BMW 3 Series Luxury Line,19235,Diesel,Automatic,First,21.76,1995.0,62.07 Lakh,36.5
2016,Coimbatore,Audi Q7 4.2 TDI Quattro Technology,51002,Diesel,Automatic,First,11.33,4134.0,,48.91
2016,Pune,Hyundai i20 2015-2017 Asta 1.2,6800,Petrol,Manual,First,18.6,1197.0,,7.2
2012,Hyderabad,Renault Duster 110PS Diesel RxL,82749,Diesel,Manual,First,19.01,1461.0,,5.99
2016,Pune,Hyundai Xcent 1.1 CRDi S Celebration Edition,51000,Diesel,Manual,First,24.4,1120.0,,5.25
2014,Delhi,Ford Ecosport 1.5 DV5 MT Titanium,31465,Diesel,Manual,First,22.7,1498.0,,6.5
2013,Hyderabad,Volkswagen Polo Petrol Trendline 1.2L,76476,Petrol,Manual,First,16.47,1198.0,,4.4
2017,Kolkata,Hyundai Grand i10 CRDi Magna,14000,Diesel,Manual,First,24.0,1120.0,,4.6
2013,Ahmedabad,Tata Manza Aqua Quadrajet BS IV,47000,Diesel,Manual,First,21.12,1248.0,,2.95
2011,Kolkata,Honda City 1.5 V MT,48466,Petrol,Manual,First,17.0,1497.0,,3.26
2008,Bangalore,Hyundai Santro Xing GLS,46000,Petrol,Manual,Second,17.92,1086.0,,2.22
2012,Hyderabad,Toyota Innova 2.5 VX (Diesel) 7 Seater,162663,Diesel,Manual,First,12.99,2494.0,,10.5
2017,Coimbatore,Maruti Ciaz 1.3 S,25142,Diesel,Manual,First,28.09,1248.0,,8.26
2013,Delhi,Toyota Fortuner 4x4 MT TRD Sportivo,69000,Diesel,Manual,First,12.55,2982.0,,14.45
2009,Chennai,Ford Fiesta 1.6 SXI ABS Duratec,80524,Petrol,Manual,Second,15.3,1596.0,,2.5
2018,Kochi,Mercedes-Benz E-Class E 220 d,26405,Petrol,Automatic,First,12.6,1950.0,86.97 Lakh,51.43
2014,Chennai,Mercedes-Benz New C-Class 220 CDI MT,45000,Diesel,Manual,First,15.8,2148.0,,23.0
2012,Kolkata,Skoda Yeti Ambition 4X2,64284,Diesel,Manual,First,17.72,1968.0,,5.5
2015,Delhi,Hyundai Grand i10 Sportz,27000,Petrol,Manual,First,18.9,1197.0,,4.5
2018,Hyderabad,Ford Figo 2015-2019 1.2P Titanium MT,3678,Petrol,Manual,First,18.16,1196.0,,6.8
2013,Mumbai,Skoda Octavia Ambition 1.4 TSI MT,21000,Petrol,Manual,First,16.8,1395.0,,8.75
2015,Mumbai,Renault Duster 85PS Diesel RxL Option,67000,Diesel,Manual,Second,19.87,1461.0,,7.0
2015,Delhi,Land Rover Range Rover Evoque 2.0 TD4 Pure,24000,Diesel,Automatic,Second,15.68,1999.0,,33.5
2011,Chennai,Ford Figo Diesel EXI,75000,Diesel,Manual,Second,20.0,1399.0,,2.25
2008,Hyderabad,Ford Endeavour Hurricane Limited Edition,179000,Diesel,Automatic,Second,12.8,2953.0,,4.24
2017,Coimbatore,Toyota Fortuner 4x4 MT,47198,Diesel,Manual,First,12.55,2982.0,,28.42
2012,Kolkata,Volkswagen Polo Diesel Comfortline 1.2L,52000,Diesel,Manual,First,22.07,1199.0,,2.75
2011,Jaipur,Maruti Ritz VDi,91000,Diesel,Manual,First,23.2,1248.0,,3.0
2013,Pune,Nissan Micra Diesel XV Premium,60000,Diesel,Manual,First,23.08,1461.0,,3.55
2013,Kolkata,Hyundai Verna 1.6 SX,37873,Diesel,Manual,First,22.32,1582.0,,4.8
2011,Kolkata,BMW 5 Series 2003-2012 523i,31000,Petrol,Automatic,First,10.8,2497.0,,13.5
2017,Pune,Mercedes-Benz GLS 350d 4MATIC,129000,Diesel,Automatic,First,11.0,2987.0,1 Cr,56.0
2004,Hyderabad,Honda CR-V 2.4L 4WD AT,78000,Petrol,Automatic,First,12.0,2354.0,,3.99
